Rank,Rider,Rider No.,Team,Points,Unnamed: 5,Stages,Year,Times,B,P,Segment
4,BRIAN VANDBORG,49,LIQUIGAS-DOIMO,7 PTS,,15,2010,,,,Col de Portet-d'Aspet - 187.5 km
5,AITOR PEREZ ARRIETA,218,FOOTON-SERVETTO,6 PTS,,15,2010,,,,Col de Portet-d'Aspet - 187.5 km
6,SERGUEI IVANOV,73,KATUSHA TEAM,5 PTS,,15,2010,,,,Col de Portet-d'Aspet - 187.5 km
1,THOMAS VOECKLER,151,BBOX BOUYGUES TELECOM,10 PTS,,15,2010,,,,Col des Ares - 187.5 km
2,SÉBASTIEN TURGOT,158,BBOX BOUYGUES TELECOM,9 PTS,,15,2010,,,,Col des Ares - 187.5 km
3,BRIAN VANDBORG,49,LIQUIGAS-DOIMO,8 PTS,,15,2010,,,,Col des Ares - 187.5 km
4,JOHAN VAN SUMMEREN,58,GARMIN - TRANSITIONS,7 PTS,,15,2010,,,,Col des Ares - 187.5 km
5,SERGUEI IVANOV,73,KATUSHA TEAM,6 PTS,,15,2010,,,,Col des Ares - 187.5 km
6,FRANCESCO REDA,136,QUICK STEP,5 PTS,,15,2010,,,,Col des Ares - 187.5 km
1,THOMAS VOECKLER,151,BBOX BOUYGUES TELECOM,40 PTS,,15,2010,,,,Port de Balès - 187.5 km
2,AITOR PEREZ ARRIETA,218,FOOTON-SERVETTO,36 PTS,,15,2010,,,,Port de Balès - 187.5 km
3,ALESSANDRO BALLAN,122,BMC RACING TEAM,32 PTS,,15,2010,,,,Port de Balès - 187.5 km
4,JOHAN VAN SUMMEREN,58,GARMIN - TRANSITIONS,28 PTS,,15,2010,,,,Port de Balès - 187.5 km
5,BRIAN VANDBORG,49,LIQUIGAS-DOIMO,24 PTS,,15,2010,,,,Port de Balès - 187.5 km
6,LLOYD MONDORY,87,AG2R LA MONDIALE,20 PTS,,15,2010,,,,Port de Balès - 187.5 km
7,SERGUEI IVANOV,73,KATUSHA TEAM,16 PTS,,15,2010,,,,Port de Balès - 187.5 km
10,LUKE ROBERTS,146,TEAM MILRAM,10 PTS,,15,2010,,,,Port de Balès - 187.5 km
1,SYLVESTER SZMYD,48,LIQUIGAS-DOIMO,15 PTS,,16,2010,,,,Peyresourde - 199.5 km
2,ANTHONY CHARTEAU,153,BBOX BOUYGUES TELECOM,13 PTS,,16,2010,,,,Peyresourde - 199.5 km
3,ROMAN KREUZIGER,44,LIQUIGAS-DOIMO,11 PTS,,16,2010,,,,Peyresourde - 199.5 km
4,MATTHEW LLOYD,106,OMEGA PHARMA - LOTTO,9 PTS,,16,2010,,,,Peyresourde - 199.5 km
5,EROS CAPECCHI,211,FOOTON-SERVETTO,8 PTS,,16,2010,,,,Peyresourde - 199.5 km
6,RYDER HESJEDAL,54,GARMIN - TRANSITIONS,7 PTS,,16,2010,,,,Peyresourde - 199.5 km
7,BRADLEY WIGGINS,31,SKY PRO CYCLING,6 PTS,,16,2010,,,,Peyresourde - 199.5 km
1,ANTHONY CHARTEAU,153,BBOX BOUYGUES TELECOM,15 PTS,,16,2010,,,,Aspin - 199.5 km
2,SANDY CASAR,62,FDJ,13 PTS,,16,2010,,,,Aspin - 199.5 km
3,ROMAN KREUZIGER,44,LIQUIGAS-DOIMO,11 PTS,,16,2010,,,,Aspin - 199.5 km
4,RYDER HESJEDAL,54,GARMIN - TRANSITIONS,9 PTS,,16,2010,,,,Aspin - 199.5 km
5,CARLOS SASTRE,91,CERVELO TEST TEAM,8 PTS,,16,2010,,,,Aspin - 199.5 km
6,RUI COSTA,162,CAISSE D'EPARGNE,7 PTS,,16,2010,,,,Aspin - 199.5 km
7,EROS CAPECCHI,211,FOOTON-SERVETTO,6 PTS,,16,2010,,,,Aspin - 199.5 km
1,CHRISTOPHE MOREAU,166,CAISSE D'EPARGNE,20 PTS,,16,2010,,,,Tourmalet - 199.5 km
2,PIERRICK FEDRIGO,154,BBOX BOUYGUES TELECOM,18 PTS,,16,2010,,,,Tourmalet - 199.5 km
3,DAMIANO CUNEGO,201,LAMPRE - FARNESE,16 PTS,,16,2010,,,,Tourmalet - 199.5 km
5,SANDY CASAR,62,FDJ,12 PTS,,16,2010,,,,Tourmalet - 199.5 km
6,CARLOS BARREDO,132,QUICK STEP,10 PTS,,16,2010,,,,Tourmalet - 199.5 km
7,RUBEN PLAZA MOLINA,168,CAISSE D'EPARGNE,8 PTS,,16,2010,,,,Tourmalet - 199.5 km
8,CHRISTOPHER HORNER,23,TEAM RADIOSHACK,7 PTS,,16,2010,,,,Tourmalet - 199.5 km
9,JURGEN VAN DE WALLE,138,QUICK STEP,6 PTS,,16,2010,,,,Tourmalet - 199.5 km
10,IGNATAS KONOVALOVAS,97,CERVELO TEST TEAM,5 PTS,,16,2010,,,,Tourmalet - 199.5 km
1,CHRISTOPHE MOREAU,166,CAISSE D'EPARGNE,40 PTS,,16,2010,,,,Aubisque - 199.5 km
2,PIERRICK FEDRIGO,154,BBOX BOUYGUES TELECOM,36 PTS,,16,2010,,,,Aubisque - 199.5 km
3,CHRISTOPHER HORNER,23,TEAM RADIOSHACK,32 PTS,,16,2010,,,,Aubisque - 199.5 km
4,RUBEN PLAZA MOLINA,168,CAISSE D'EPARGNE,28 PTS,,16,2010,,,,Aubisque - 199.5 km
6,DAMIANO CUNEGO,201,LAMPRE - FARNESE,20 PTS,,16,2010,,,,Aubisque - 199.5 km
7,CARLOS BARREDO,132,QUICK STEP,16 PTS,,16,2010,,,,Aubisque - 199.5 km
8,JURGEN VAN DE WALLE,138,QUICK STEP,14 PTS,,16,2010,,,,Aubisque - 199.5 km
9,SANDY CASAR,62,FDJ,12 PTS,,16,2010,,,,Aubisque - 199.5 km
10,IGNATAS KONOVALOVAS,97,CERVELO TEST TEAM,10 PTS,,16,2010,,,,Aubisque - 199.5 km
1,ALEXANDR KOLOBNEV,74,KATUSHA TEAM,3 PTS,,17,2010,,,,Côte de Renoir - 174 km
2,RÉMI PAURIOL,179,COFIDIS LE CREDIT EN LIGNE,2 PTS,,17,2010,,,,Côte de Renoir - 174 km
3,JUAN ANTONIO FLECHA GIANNONI,34,SKY PRO CYCLING,1 PTS,,17,2010,,,,Côte de Renoir - 174 km
1,JUAN ANTONIO FLECHA GIANNONI,34,SKY PRO CYCLING,15 PTS,,17,2010,,,,Marie-Blanque - 174 km
2,KRISTIJAN KOREN,43,LIQUIGAS-DOIMO,13 PTS,,17,2010,,,,Marie-Blanque - 174 km
3,RÉMI PAURIOL,179,COFIDIS LE CREDIT EN LIGNE,11 PTS,,17,2010,,,,Marie-Blanque - 174 km
4,RUBEN PEREZ MORENO,186,EUSKALTEL - EUSKADI,9 PTS,,17,2010,,,,Marie-Blanque - 174 km
5,ALEXANDR KOLOBNEV,74,KATUSHA TEAM,8 PTS,,17,2010,,,,Marie-Blanque - 174 km
6,MARCUS BURGHARDT,124,BMC RACING TEAM,7 PTS,,17,2010,,,,Marie-Blanque - 174 km
7,EDVALD BOASSON-HAGEN,36,SKY PRO CYCLING,6 PTS,,17,2010,,,,Marie-Blanque - 174 km
8,CARLOS SASTRE,91,CERVELO TEST TEAM,5 PTS,,17,2010,,,,Marie-Blanque - 174 km
1,MARCUS BURGHARDT,124,BMC RACING TEAM,15 PTS,,17,2010,,,,Soulor - 174 km
2,KRISTIJAN KOREN,43,LIQUIGAS-DOIMO,13 PTS,,17,2010,,,,Soulor - 174 km
3,RUBEN PEREZ MORENO,186,EUSKALTEL - EUSKADI,11 PTS,,17,2010,,,,Soulor - 174 km
4,RÉMI PAURIOL,179,COFIDIS LE CREDIT EN LIGNE,9 PTS,,17,2010,,,,Soulor - 174 km
5,JUAN ANTONIO FLECHA GIANNONI,34,SKY PRO CYCLING,8 PTS,,17,2010,,,,Soulor - 174 km
6,ALEXANDR KOLOBNEV,74,KATUSHA TEAM,7 PTS,,17,2010,,,,Soulor - 174 km
7,EDVALD BOASSON-HAGEN,36,SKY PRO CYCLING,6 PTS,,17,2010,,,,Soulor - 174 km
8,CARLOS SASTRE,91,CERVELO TEST TEAM,5 PTS,,17,2010,,,,Soulor - 174 km
1,ANDY SCHLECK,11,TEAM SAXO BANK,40 PTS,,17,2010,,,,Tourmalet - 174 km
3,JOAQUIN RODRIGUEZ OLIVER,77,KATUSHA TEAM,32 PTS,,17,2010,,,,Tourmalet - 174 km
4,RYDER HESJEDAL,54,GARMIN - TRANSITIONS,28 PTS,,17,2010,,,,Tourmalet - 174 km
5,SAMUEL SANCHEZ,181,EUSKALTEL - EUSKADI,24 PTS,,17,2010,,,,Tourmalet - 174 km
7,ROBERT GESINK,195,RABOBANK,16 PTS,,17,2010,,,,Tourmalet - 174 km
8,CHRISTOPHER HORNER,23,TEAM RADIOSHACK,14 PTS,,17,2010,,,,Tourmalet - 174 km
9,JURGEN VAN DEN BROECK,101,OMEGA PHARMA - LOTTO,12 PTS,,17,2010,,,,Tourmalet - 174 km
10,ROMAN KREUZIGER,44,LIQUIGAS-DOIMO,10 PTS,,17,2010,,,,Tourmalet - 174 km
1,PHILIPPE GILBERT,32,OMEGA PHARMA - LOTTO,1 PTS,,1,2011,,,,MONT DES ALOUETTES (LES HERBIERS) - 191.5 km
1,MICKAEL DELAGE,133,FDJ,1 PTS,,3,2011,,,,Côte du Pont de Saint-Nazaire - 198 km
1,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,1 PTS,,4,2011,,,,Côte de Laz - 172.5 km
1,CADEL EVANS,141,BMC RACING TEAM,2 PTS,,4,2011,,,,Mûr-de-Bretagne - 172.5 km
1,ANTHONY DELAPLACE,213,SAUR-SOJASUN,1 PTS,,5,2011,,,,Côte de Gurunhuel - 164.5 km
1,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,2 PTS,,6,2011,,,,Côte de Saint-Michel de Montjoie - 226.5 km
2,ANTHONY ROUX,137,FDJ,1 PTS,,6,2011,,,,Côte de Saint-Michel de Montjoie - 226.5 km
1,ANTHONY ROUX,137,FDJ,2 PTS,,6,2011,,,,Côte du Bourg d'Ouilly - 226.5 km
2,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,1 PTS,,6,2011,,,,Côte du Bourg d'Ouilly - 226.5 km
1,LIEUWE WESTRA,209,VACANSOLEIL-DCM,1 PTS,,6,2011,,,,Côte du Billot - 226.5 km
1,JULIEN EL FARES,155,COFIDIS LE CREDIT EN LIGNE,1 PTS,,8,2011,,,,Côte d'Évaux-les-Bains - 189 km
1,TEJAY VAN GARDEREN,178,HTC - HIGHROAD,5 PTS,,8,2011,,,,Côte du Rocher des Trois Tourtes - 189 km
2,RUI COSTA,83,MOVISTAR TEAM,3 PTS,,8,2011,,,,Côte du Rocher des Trois Tourtes - 189 km
3,CHRISTOPHE RIBLON,109,AG2R LA MONDIALE,2 PTS,,8,2011,,,,Côte du Rocher des Trois Tourtes - 189 km
4,CYRIL GAUTIER,183,TEAM EUROPCAR,1 PTS,,8,2011,,,,Côte du Rocher des Trois Tourtes - 189 km
1,RUI COSTA,83,MOVISTAR TEAM,2 PTS,,8,2011,,,,Col de la Croix Saint-Robert - 189 km
2,PHILIPPE GILBERT,32,OMEGA PHARMA - LOTTO,1 PTS,,8,2011,,,,Col de la Croix Saint-Robert - 189 km
1,RUI COSTA,83,MOVISTAR TEAM,2 PTS,,8,2011,,,,Super-Besse - 189 km
2,PHILIPPE GILBERT,32,OMEGA PHARMA - LOTTO,1 PTS,,8,2011,,,,Super-Besse - 189 km
1,THOMAS VOECKLER,181,TEAM EUROPCAR,2 PTS,,9,2011,,,,- 208 km
2,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,1 PTS,,9,2011,,,,- 208 km
1,THOMAS VOECKLER,181,TEAM EUROPCAR,5 PTS,,9,2011,,,,- 208 km
2,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,3 PTS,,9,2011,,,,- 208 km
3,SANDY CASAR,131,FDJ,2 PTS,,9,2011,,,,- 208 km
4,JUAN ANTONIO FLECHA GIANNONI,112,SKY PROCYCLING,1 PTS,,9,2011,,,,- 208 km
1,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,5 PTS,,9,2011,,,,- 208 km
2,THOMAS VOECKLER,181,TEAM EUROPCAR,3 PTS,,9,2011,,,,- 208 km
3,JUAN ANTONIO FLECHA GIANNONI,112,SKY PROCYCLING,2 PTS,,9,2011,,,,- 208 km
4,SANDY CASAR,131,FDJ,1 PTS,,9,2011,,,,- 208 km
1,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,2 PTS,,9,2011,,,,- 208 km
2,THOMAS VOECKLER,181,TEAM EUROPCAR,1 PTS,,9,2011,,,,- 208 km
1,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,2 PTS,,9,2011,,,,- 208 km
2,THOMAS VOECKLER,181,TEAM EUROPCAR,1 PTS,,9,2011,,,,- 208 km
1,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,5 PTS,,9,2011,,,,- 208 km
2,THOMAS VOECKLER,181,TEAM EUROPCAR,3 PTS,,9,2011,,,,- 208 km
3,SANDY CASAR,131,FDJ,2 PTS,,9,2011,,,,- 208 km
4,JUAN ANTONIO FLECHA GIANNONI,112,SKY PROCYCLING,1 PTS,,9,2011,,,,- 208 km
1,THOMAS VOECKLER,181,TEAM EUROPCAR,1 PTS,,9,2011,,,,- 208 km
1,LUIS LEON SANCHEZ,47,RABOBANK CYCLING TEAM,1 PTS,,9,2011,,,,- 208 km
1,MARCO MARCATO,206,VACANSOLEIL-DCM,2 PTS,,10,2011,,,,Côte de Figeac - 158 km
2,ANTHONY DELAPLACE,213,SAUR-SOJASUN,1 PTS,,10,2011,,,,Côte de Figeac - 158 km
1,MARCO MARCATO,206,VACANSOLEIL-DCM,1 PTS,,10,2011,,,,Côte de Loupiac - 158 km
1,MARCO MARCATO,206,VACANSOLEIL-DCM,2 PTS,,10,2011,,,,Côte de Villefranche-de-Rouergue - 158 km
2,SÉBASTIEN MINARD,107,AG2R LA MONDIALE,1 PTS,,10,2011,,,,Côte de Villefranche-de-Rouergue - 158 km
1,THOMAS VOECKLER,181,TEAM EUROPCAR,1 PTS,,10,2011,,,,Côte de Mirandol-Bourgnounac - 158 km
1,LARS BOOM,43,RABOBANK CYCLING TEAM,2 PTS,,11,2011,,,,Côte de Tonnac - 167.5 km
2,ANDREY GRIVKO,64,PRO TEAM ASTANA,1 PTS,,11,2011,,,,Côte de Tonnac - 167.5 km
1,MICKAEL DELAGE,133,FDJ,1 PTS,,11,2011,,,,Côte de Puylaurens - 167.5 km
1,LAURENT MANGEL,218,SAUR-SOJASUN,10 PTS,,12,2011,,,,Hourquette d'Ancizan (1538 m) - 211 km
2,RUBEN PEREZ MORENO,25,EUSKALTEL - EUSKADI,8 PTS,,12,2011,,,,Hourquette d'Ancizan (1538 m) - 211 km
3,BLEL KADRI,106,AG2R LA MONDIALE,6 PTS,,12,2011,,,,Hourquette d'Ancizan (1538 m) - 211 km
4,JÉRÉMY ROY,138,FDJ,4 PTS,,12,2011,,,,Hourquette d'Ancizan (1538 m) - 211 km
5,GERAINT THOMAS,117,SKY PROCYCLING,2 PTS,,12,2011,,,,Hourquette d'Ancizan (1538 m) - 211 km
6,JOSÉ IVAN GUTIERREZ PALACIOS,85,MOVISTAR TEAM,1 PTS,,12,2011,,,,Hourquette d'Ancizan (1538 m) - 211 km
1,JÉRÉMY ROY,138,FDJ,20 PTS,,12,2011,,,,Tourmalet - 211 km
2,GERAINT THOMAS,117,SKY PROCYCLING,16 PTS,,12,2011,,,,Tourmalet - 211 km
3,BLEL KADRI,106,AG2R LA MONDIALE,12 PTS,,12,2011,,,,Tourmalet - 211 km
4,RUBEN PEREZ MORENO,25,EUSKALTEL - EUSKADI,8 PTS,,12,2011,,,,Tourmalet - 211 km
5,ROMAN KREUZIGER,66,PRO TEAM ASTANA,4 PTS,,12,2011,,,,Tourmalet - 211 km
6,LAURENS TEN DAM,48,RABOBANK CYCLING TEAM,2 PTS,,12,2011,,,,Tourmalet - 211 km
1,SAMUEL SANCHEZ,21,EUSKALTEL - EUSKADI,40 PTS,,12,2011,,,,Luz-Ardiden (1715 m) - 211 km
2,JELLE VANENDERT,38,OMEGA PHARMA - LOTTO,32 PTS,,12,2011,,,,Luz-Ardiden (1715 m) - 211 km
3,FRANK SCHLECK,18,TEAM LEOPARD-TREK,24 PTS,,12,2011,,,,Luz-Ardiden (1715 m) - 211 km
4,IVAN BASSO,91,LIQUIGAS-CANNONDALE,16 PTS,,12,2011,,,,Luz-Ardiden (1715 m) - 211 km
5,CADEL EVANS,141,BMC RACING TEAM,8 PTS,,12,2011,,,,Luz-Ardiden (1715 m) - 211 km
6,ANDY SCHLECK,11,TEAM LEOPARD-TREK,4 PTS,,12,2011,,,,Luz-Ardiden (1715 m) - 211 km
1,JELLE VANENDERT,38,OMEGA PHARMA - LOTTO,2 PTS,,13,2011,,,,Côte de Cuqueron - 152.5 km
2,NIKI TERPSTRA,129,QUICK STEP CYCLING TEAM,1 PTS,,13,2011,,,,Côte de Cuqueron - 152.5 km
1,JÉRÉMY ROY,138,FDJ,1 PTS,,13,2011,,,,Côte de Belair - 152.5 km
1,JÉRÉMY ROY,138,FDJ,20 PTS,,13,2011,,,,Col d'Aubisque - 152.5 km
2,DAVID MONCOUTIE,157,COFIDIS LE CREDIT EN LIGNE,16 PTS,,13,2011,,,,Col d'Aubisque - 152.5 km
3,THOR HUSHOVD,51,TEAM GARMIN - CERVELO,12 PTS,,13,2011,,,,Col d'Aubisque - 152.5 km
4,VLADIMIR GUSEV,194,KATUSHA TEAM,8 PTS,,13,2011,,,,Col d'Aubisque - 152.5 km
5,JÉRÔME PINEAU,127,QUICK STEP CYCLING TEAM,4 PTS,,13,2011,,,,Col d'Aubisque - 152.5 km
6,LARS BAK YTTING,172,HTC - HIGHROAD,2 PTS,,13,2011,,,,Col d'Aubisque - 152.5 km
1,MICKAEL DELAGE,133,FDJ,5 PTS,,14,2011,,,,Col de Portet d'Aspet (1 069 m) - 168.5 km
2,BAUKE MOLLEMA,45,RABOBANK CYCLING TEAM,3 PTS,,14,2011,,,,Col de Portet d'Aspet (1 069 m) - 168.5 km
3,SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,2 PTS,,14,2011,,,,Col de Portet d'Aspet (1 069 m) - 168.5 km
4,SANDY CASAR,131,FDJ,1 PTS,,14,2011,,,,Col de Portet d'Aspet (1 069 m) - 168.5 km
1,MICKAEL DELAGE,133,FDJ,10 PTS,,14,2011,,,,Col de la Core (1 395 m) - 168.5 km
2,SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,8 PTS,,14,2011,,,,Col de la Core (1 395 m) - 168.5 km
3,SANDY CASAR,131,FDJ,6 PTS,,14,2011,,,,Col de la Core (1 395 m) - 168.5 km
4,BAUKE MOLLEMA,45,RABOBANK CYCLING TEAM,4 PTS,,14,2011,,,,Col de la Core (1 395 m) - 168.5 km
5,ARTHUR VICHOT,139,FDJ,2 PTS,,14,2011,,,,Col de la Core (1 395 m) - 168.5 km
6,LUIS LEON SANCHEZ,47,RABOBANK CYCLING TEAM,1 PTS,,14,2011,,,,Col de la Core (1 395 m) - 168.5 km
1,SANDY CASAR,131,FDJ,5 PTS,,14,2011,,,,Col de Latrape (1 110 m) - 168.5 km
2,JULIEN EL FARES,155,COFIDIS LE CREDIT EN LIGNE,3 PTS,,14,2011,,,,Col de Latrape (1 110 m) - 168.5 km
3,DAVID MILLAR,56,TEAM GARMIN - CERVELO,2 PTS,,14,2011,,,,Col de Latrape (1 110 m) - 168.5 km
4,CHRISTOPHE RIBLON,109,AG2R LA MONDIALE,1 PTS,,14,2011,,,,Col de Latrape (1 110 m) - 168.5 km
1,SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,10 PTS,,14,2011,,,,Col d'Agnes (1 570 m) - 168.5 km
2,ANTHONY CHARTEAU,182,TEAM EUROPCAR,8 PTS,,14,2011,,,,Col d'Agnes (1 570 m) - 168.5 km
3,GORKA IZAGIRRE INSAUSTI,22,EUSKALTEL - EUSKADI,6 PTS,,14,2011,,,,Col d'Agnes (1 570 m) - 168.5 km
4,RÉMY DI GREGORIO,62,PRO TEAM ASTANA,4 PTS,,14,2011,,,,Col d'Agnes (1 570 m) - 168.5 km
5,SANDY CASAR,131,FDJ,2 PTS,,14,2011,,,,Col d'Agnes (1 570 m) - 168.5 km
6,CHRISTOPHE RIBLON,109,AG2R LA MONDIALE,1 PTS,,14,2011,,,,Col d'Agnes (1 570 m) - 168.5 km
1,GORKA IZAGIRRE INSAUSTI,22,EUSKALTEL - EUSKADI,2 PTS,,14,2011,,,,Port de Lers (1 517 m) - 168.5 km
2,ANTHONY CHARTEAU,182,TEAM EUROPCAR,1 PTS,,14,2011,,,,Port de Lers (1 517 m) - 168.5 km
1,JELLE VANENDERT,38,OMEGA PHARMA - LOTTO,40 PTS,,14,2011,,,,Plateau de Beille - 168.5 km
2,SAMUEL SANCHEZ,21,EUSKALTEL - EUSKADI,32 PTS,,14,2011,,,,Plateau de Beille - 168.5 km
3,ANDY SCHLECK,11,TEAM LEOPARD-TREK,24 PTS,,14,2011,,,,Plateau de Beille - 168.5 km
4,CADEL EVANS,141,BMC RACING TEAM,16 PTS,,14,2011,,,,Plateau de Beille - 168.5 km
5,RIGOBERTO URAN,118,SKY PROCYCLING,8 PTS,,14,2011,,,,Plateau de Beille - 168.5 km
1,MIKHAIL IGNATYEV,195,KATUSHA TEAM,1 PTS,,15,2011,,,,Côte de Villespassans - 192.5 km
1,RYDER HESJEDAL,55,TEAM GARMIN - CERVELO,5 PTS,,16,2011,,,,Col de Manse - 162.5 km
2,EDVALD BOASSON-HAGEN,114,SKY PROCYCLING,3 PTS,,16,2011,,,,Col de Manse - 162.5 km
3,THOR HUSHOVD,51,TEAM GARMIN - CERVELO,2 PTS,,16,2011,,,,Col de Manse - 162.5 km
4,TONY MARTIN,175,HTC - HIGHROAD,1 PTS,,16,2011,,,,Col de Manse - 162.5 km
1,SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,2 PTS,,17,2011,,,,Côte de Sainte-Marguerite - 179 km
2,JULIEN EL FARES,155,COFIDIS LE CREDIT EN LIGNE,1 PTS,,17,2011,,,,Côte de Sainte-Marguerite - 179 km
1,SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,2 PTS,,17,2011,,,,La Chaussée (montée de Briançon) - 179 km
2,BJORN LEUKEMANS,205,VACANSOLEIL-DCM,1 PTS,,17,2011,,,,La Chaussée (montée de Briançon) - 179 km
1,SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,5 PTS,,17,2011,,,,Col de Montgenèvre (1 860 m) - 179 km
2,MAARTEN TJALLINGII,49,RABOBANK CYCLING TEAM,3 PTS,,17,2011,,,,Col de Montgenèvre (1 860 m) - 179 km
3,DMITRIY FOFONOV,63,PRO TEAM ASTANA,2 PTS,,17,2011,,,,Col de Montgenèvre (1 860 m) - 179 km
4,JULIEN EL FARES,155,COFIDIS LE CREDIT EN LIGNE,1 PTS,,17,2011,,,,Col de Montgenèvre (1 860 m) - 179 km
1,RUBEN PEREZ MORENO,25,EUSKALTEL - EUSKADI,10 PTS,,17,2011,,,,Sestrières (2 035 m) - 179 km
2,SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,8 PTS,,17,2011,,,,Sestrières (2 035 m) - 179 km
3,JULIEN EL FARES,155,COFIDIS LE CREDIT EN LIGNE,6 PTS,,17,2011,,,,Sestrières (2 035 m) - 179 km
4,MAARTEN TJALLINGII,49,RABOBANK CYCLING TEAM,4 PTS,,17,2011,,,,Sestrières (2 035 m) - 179 km
5,JONATHAN HIVERT,216,SAUR-SOJASUN,2 PTS,,17,2011,,,,Sestrières (2 035 m) - 179 km
6,EDVALD BOASSON-HAGEN,114,SKY PROCYCLING,1 PTS,,17,2011,,,,Sestrières (2 035 m) - 179 km
1,EDVALD BOASSON-HAGEN,114,SKY PROCYCLING,5 PTS,,17,2011,,,,Côte de Pramartino - 179 km
2,BAUKE MOLLEMA,45,RABOBANK CYCLING TEAM,3 PTS,,17,2011,,,,Côte de Pramartino - 179 km
3,JONATHAN HIVERT,216,SAUR-SOJASUN,2 PTS,,17,2011,,,,Côte de Pramartino - 179 km
4,SYLVAIN CHAVANEL,121,QUICK STEP CYCLING TEAM,1 PTS,,17,2011,,,,Côte de Pramartino - 179 km
1,MAXIM IGLINSKIY,65,PRO TEAM ASTANA,20 PTS,,18,2011,,,,Col d'Agnel - 200.5 km
2,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,16 PTS,,18,2011,,,,Col d'Agnel - 200.5 km
3,DRIES DEVENYNS,125,QUICK STEP CYCLING TEAM,12 PTS,,18,2011,,,,Col d'Agnel - 200.5 km
4,MAXIME MONFORT,15,TEAM LEOPARD-TREK,8 PTS,,18,2011,,,,Col d'Agnel - 200.5 km
5,PABLO URTASUN PEREZ,27,EUSKALTEL - EUSKADI,4 PTS,,18,2011,,,,Col d'Agnel - 200.5 km
6,EGOR SILIN,198,KATUSHA TEAM,2 PTS,,18,2011,,,,Col d'Agnel - 200.5 km
1,MAXIM IGLINSKIY,65,PRO TEAM ASTANA,20 PTS,,18,2011,,,,Col d'Izoard (2 360 m) - 200.5 km
2,NICOLAS ROCHE,101,AG2R LA MONDIALE,16 PTS,,18,2011,,,,Col d'Izoard (2 360 m) - 200.5 km
3,MAXIME MONFORT,15,TEAM LEOPARD-TREK,12 PTS,,18,2011,,,,Col d'Izoard (2 360 m) - 200.5 km
4,DRIES DEVENYNS,125,QUICK STEP CYCLING TEAM,8 PTS,,18,2011,,,,Col d'Izoard (2 360 m) - 200.5 km
5,EGOR SILIN,198,KATUSHA TEAM,4 PTS,,18,2011,,,,Col d'Izoard (2 360 m) - 200.5 km
6,ANDY SCHLECK,11,TEAM LEOPARD-TREK,2 PTS,,18,2011,,,,Col d'Izoard (2 360 m) - 200.5 km
1,ANDY SCHLECK,11,TEAM LEOPARD-TREK,40 PTS,,18,2011,,,,Galibier - 200.5 km
2,FRANK SCHLECK,18,TEAM LEOPARD-TREK,32 PTS,,18,2011,,,,Galibier - 200.5 km
3,CADEL EVANS,141,BMC RACING TEAM,24 PTS,,18,2011,,,,Galibier - 200.5 km
4,IVAN BASSO,91,LIQUIGAS-CANNONDALE,16 PTS,,18,2011,,,,Galibier - 200.5 km
5,THOMAS VOECKLER,181,TEAM EUROPCAR,8 PTS,,18,2011,,,,Galibier - 200.5 km
6,PIERRE ROLLAND,188,TEAM EUROPCAR,4 PTS,,18,2011,,,,Galibier - 200.5 km
1,GORKA IZAGIRRE INSAUSTI,22,EUSKALTEL - EUSKADI,10 PTS,,19,2011,,,,Col du Télégraphe (1 566 m) - 109.5 km
2,ANDY SCHLECK,11,TEAM LEOPARD-TREK,8 PTS,,19,2011,,,,Col du Télégraphe (1 566 m) - 109.5 km
4,LEONARDO DUQUE,154,COFIDIS LE CREDIT EN LIGNE,4 PTS,,19,2011,,,,Col du Télégraphe (1 566 m) - 109.5 km
5,JOHNNY HOOGERLAND,204,VACANSOLEIL-DCM,2 PTS,,19,2011,,,,Col du Télégraphe (1 566 m) - 109.5 km
6,CHRISTOPHE RIBLON,109,AG2R LA MONDIALE,1 PTS,,19,2011,,,,Col du Télégraphe (1 566 m) - 109.5 km
1,ANDY SCHLECK,11,TEAM LEOPARD-TREK,20 PTS,,19,2011,,,,Col du Galibier - 109.5 km
3,RUI COSTA,83,MOVISTAR TEAM,12 PTS,,19,2011,,,,Col du Galibier - 109.5 km
4,CHRISTOPHE RIBLON,109,AG2R LA MONDIALE,8 PTS,,19,2011,,,,Col du Galibier - 109.5 km
