Rank,Team,Times,Gap,Stages,Year,Rider,Rider No.,B,P
10,MOVISTAR TEAM,77h 21' 28'',+ 00h 12' 16'',7,2021,,,,
11,AG2R CITROEN TEAM,77h 22' 47'',+ 00h 13' 35'',7,2021,,,,
12,B&B HOTELS P/B KTM,77h 28' 56'',+ 00h 19' 44'',7,2021,,,,
13,ALPECIN - FENIX,77h 30' 47'',+ 00h 21' 35'',7,2021,,,,
14,TOTALENERGIES,77h 35' 47'',+ 00h 26' 35'',7,2021,,,,
15,GROUPAMA - FDJ,77h 36' 40'',+ 00h 27' 28'',7,2021,,,,
16,UAE TEAM EMIRATES,77h 38' 37'',+ 00h 29' 25'',7,2021,,,,
17,TEAM DSM,77h 40' 22'',+ 00h 31' 10'',7,2021,,,,
18,INTERMARCHE - WANTY - GOBERT MATERIAUX,77h 40' 35'',+ 00h 31' 23'',7,2021,,,,
19,COFIDIS,77h 44' 18'',+ 00h 35' 06'',7,2021,,,,
20,TEAM ARKEA - SAMSIC,77h 46' 31'',+ 00h 37' 19'',7,2021,,,,
21,LOTTO SOUDAL,77h 47' 25'',+ 00h 38' 13'',7,2021,,,,
22,TEAM QHUBEKA NEXTHASH,77h 52' 50'',+ 00h 43' 38'',7,2021,,,,
23,ISRAEL START-UP NATION,78h 12' 49'',+ 01h 03' 37'',7,2021,,,,
1,BAHRAIN VICTORIOUS,89h 03' 04'',-,8,2021,,,,
2,ASTANA - PREMIER TECH,89h 18' 38'',+ 00h 15' 34'',8,2021,,,,
3,JUMBO - VISMA,89h 21' 31'',+ 00h 18' 27'',8,2021,,,,
4,AG2R CITROEN TEAM,89h 28' 16'',+ 00h 25' 12'',8,2021,,,,
5,INEOS GRENADIERS,89h 31' 53'',+ 00h 28' 49'',8,2021,,,,
6,TREK - SEGAFREDO,89h 41' 35'',+ 00h 38' 31'',8,2021,,,,
7,TEAM BIKEEXCHANGE,89h 42' 16'',+ 00h 39' 12'',8,2021,,,,
8,EF EDUCATION - NIPPO,89h 47' 25'',+ 00h 44' 21'',8,2021,,,,
9,DECEUNINCK - QUICK - STEP,89h 50' 25'',+ 00h 47' 21'',8,2021,,,,
10,UAE TEAM EMIRATES,89h 56' 13'',+ 00h 53' 09'',8,2021,,,,
11,BORA - HANSGROHE,89h 58' 14'',+ 00h 55' 10'',8,2021,,,,
12,GROUPAMA - FDJ,90h 05' 56'',+ 01h 02' 52'',8,2021,,,,
13,MOVISTAR TEAM,90h 06' 28'',+ 01h 03' 24'',8,2021,,,,
14,TEAM DSM,90h 21' 43'',+ 01h 18' 39'',8,2021,,,,
15,B&B HOTELS P/B KTM,90h 21' 50'',+ 01h 18' 46'',8,2021,,,,
16,COFIDIS,90h 25' 35'',+ 01h 22' 31'',8,2021,,,,
17,TEAM ARKEA - SAMSIC,90h 36' 30'',+ 01h 33' 26'',8,2021,,,,
18,TOTALENERGIES,90h 39' 45'',+ 01h 36' 41'',8,2021,,,,
19,ALPECIN - FENIX,90h 40' 19'',+ 01h 37' 15'',8,2021,,,,
20,INTERMARCHE - WANTY - GOBERT MATERIAUX,90h 40' 41'',+ 01h 37' 37'',8,2021,,,,
21,TEAM QHUBEKA NEXTHASH,90h 51' 08'',+ 01h 48' 04'',8,2021,,,,
22,ISRAEL START-UP NATION,91h 01' 21'',+ 01h 58' 17'',8,2021,,,,
23,LOTTO SOUDAL,91h 10' 11'',+ 02h 07' 07'',8,2021,,,,
1,BAHRAIN VICTORIOUS,102h 51' 07'',-,9,2021,,,,
2,AG2R CITROEN TEAM,103h 09' 11'',+ 00h 18' 04'',9,2021,,,,
3,INEOS GRENADIERS,103h 18' 40'',+ 00h 27' 33'',9,2021,,,,
4,ASTANA - PREMIER TECH,103h 25' 08'',+ 00h 34' 01'',9,2021,,,,
5,EF EDUCATION - NIPPO,103h 33' 45'',+ 00h 42' 38'',9,2021,,,,
6,BORA - HANSGROHE,103h 48' 13'',+ 00h 57' 06'',9,2021,,,,
7,JUMBO - VISMA,103h 50' 18'',+ 00h 59' 11'',9,2021,,,,
8,UAE TEAM EMIRATES,103h 57' 25'',+ 01h 06' 18'',9,2021,,,,
9,MOVISTAR TEAM,104h 04' 20'',+ 01h 13' 13'',9,2021,,,,
10,TREK - SEGAFREDO,104h 06' 06'',+ 01h 14' 59'',9,2021,,,,
11,GROUPAMA - FDJ,104h 07' 10'',+ 01h 16' 03'',9,2021,,,,
12,DECEUNINCK - QUICK - STEP,104h 18' 55'',+ 01h 27' 48'',9,2021,,,,
13,TEAM BIKEEXCHANGE,104h 21' 12'',+ 01h 30' 05'',9,2021,,,,
14,B&B HOTELS P/B KTM,104h 30' 01'',+ 01h 38' 54'',9,2021,,,,
15,COFIDIS,104h 44' 11'',+ 01h 53' 04'',9,2021,,,,
16,TEAM ARKEA - SAMSIC,104h 48' 11'',+ 01h 57' 04'',9,2021,,,,
17,INTERMARCHE - WANTY - GOBERT MATERIAUX,104h 57' 51'',+ 02h 06' 44'',9,2021,,,,
18,TEAM DSM,105h 17' 27'',+ 02h 26' 20'',9,2021,,,,
19,TOTALENERGIES,105h 18' 40'',+ 02h 27' 33'',9,2021,,,,
20,ALPECIN - FENIX,105h 29' 37'',+ 02h 38' 30'',9,2021,,,,
21,ISRAEL START-UP NATION,105h 44' 01'',+ 02h 52' 54'',9,2021,,,,
22,TEAM QHUBEKA NEXTHASH,105h 46' 08'',+ 02h 55' 01'',9,2021,,,,
23,LOTTO SOUDAL,106h 02' 56'',+ 03h 11' 49'',9,2021,,,,
1,BAHRAIN VICTORIOUS,115h 33' 28'',-,10,2021,,,,
2,AG2R CITROEN TEAM,115h 51' 32'',+ 00h 18' 04'',10,2021,,,,
3,INEOS GRENADIERS,116h 02' 35'',+ 00h 29' 07'',10,2021,,,,
4,EF EDUCATION - NIPPO,116h 16' 06'',+ 00h 42' 38'',10,2021,,,,
5,ASTANA - PREMIER TECH,116h 16' 45'',+ 00h 43' 17'',10,2021,,,,
6,BORA - HANSGROHE,116h 30' 34'',+ 00h 57' 06'',10,2021,,,,
7,JUMBO - VISMA,116h 32' 39'',+ 00h 59' 11'',10,2021,,,,
8,UAE TEAM EMIRATES,116h 39' 46'',+ 01h 06' 18'',10,2021,,,,
9,MOVISTAR TEAM,116h 46' 41'',+ 01h 13' 13'',10,2021,,,,
10,TREK - SEGAFREDO,116h 52' 13'',+ 01h 18' 45'',10,2021,,,,
11,GROUPAMA - FDJ,116h 54' 09'',+ 01h 20' 41'',10,2021,,,,
12,DECEUNINCK - QUICK - STEP,117h 01' 16'',+ 01h 27' 48'',10,2021,,,,
13,TEAM BIKEEXCHANGE,117h 04' 20'',+ 01h 30' 52'',10,2021,,,,
14,B&B HOTELS P/B KTM,117h 12' 22'',+ 01h 38' 54'',10,2021,,,,
15,COFIDIS,117h 26' 32'',+ 01h 53' 04'',10,2021,,,,
16,TEAM ARKEA - SAMSIC,117h 30' 32'',+ 01h 57' 04'',10,2021,,,,
17,INTERMARCHE - WANTY - GOBERT MATERIAUX,117h 40' 12'',+ 02h 06' 44'',10,2021,,,,
18,TOTALENERGIES,118h 01' 01'',+ 02h 27' 33'',10,2021,,,,
19,TEAM DSM,118h 01' 26'',+ 02h 27' 58'',10,2021,,,,
20,ALPECIN - FENIX,118h 11' 58'',+ 02h 38' 30'',10,2021,,,,
21,ISRAEL START-UP NATION,118h 26' 22'',+ 02h 52' 54'',10,2021,,,,
22,TEAM QHUBEKA NEXTHASH,118h 28' 29'',+ 02h 55' 01'',10,2021,,,,
23,LOTTO SOUDAL,118h 45' 17'',+ 03h 11' 49'',10,2021,,,,
1,BAHRAIN VICTORIOUS,132h 09' 11'',-,11,2021,,,,
2,AG2R CITROEN TEAM,132h 19' 12'',+ 00h 10' 01'',11,2021,,,,
3,INEOS GRENADIERS,132h 21' 58'',+ 00h 12' 47'',11,2021,,,,
4,EF EDUCATION - NIPPO,132h 35' 29'',+ 00h 26' 18'',11,2021,,,,
5,JUMBO - VISMA,132h 38' 58'',+ 00h 29' 47'',11,2021,,,,
6,ASTANA - PREMIER TECH,132h 50' 56'',+ 00h 41' 45'',11,2021,,,,
7,BORA - HANSGROHE,132h 54' 35'',+ 00h 45' 24'',11,2021,,,,
8,UAE TEAM EMIRATES,133h 02' 11'',+ 00h 53' 00'',11,2021,,,,
9,MOVISTAR TEAM,133h 02' 55'',+ 00h 53' 44'',11,2021,,,,
10,TREK - SEGAFREDO,133h 07' 49'',+ 00h 58' 38'',11,2021,,,,
11,DECEUNINCK - QUICK - STEP,133h 40' 33'',+ 01h 31' 22'',11,2021,,,,
12,TEAM BIKEEXCHANGE,133h 50' 33'',+ 01h 41' 22'',11,2021,,,,
13,B&B HOTELS P/B KTM,133h 56' 45'',+ 01h 47' 34'',11,2021,,,,
14,GROUPAMA - FDJ,134h 04' 30'',+ 01h 55' 19'',11,2021,,,,
15,COFIDIS,134h 05' 44'',+ 01h 56' 33'',11,2021,,,,
16,INTERMARCHE - WANTY - GOBERT MATERIAUX,134h 33' 32'',+ 02h 24' 21'',11,2021,,,,
17,TEAM ARKEA - SAMSIC,134h 43' 36'',+ 02h 34' 25'',11,2021,,,,
18,ALPECIN - FENIX,134h 49' 22'',+ 02h 40' 11'',11,2021,,,,
19,TOTALENERGIES,134h 57' 00'',+ 02h 47' 49'',11,2021,,,,
20,TEAM DSM,135h 11' 07'',+ 03h 01' 56'',11,2021,,,,
21,ISRAEL START-UP NATION,135h 19' 58'',+ 03h 10' 47'',11,2021,,,,
22,TEAM QHUBEKA NEXTHASH,135h 47' 42'',+ 03h 38' 31'',11,2021,,,,
23,LOTTO SOUDAL,136h 14' 46'',+ 04h 05' 35'',11,2021,,,,
1,BAHRAIN VICTORIOUS,143h 03' 26'',-,12,2021,,,,
2,AG2R CITROEN TEAM,143h 13' 27'',+ 00h 10' 01'',12,2021,,,,
3,INEOS GRENADIERS,143h 16' 13'',+ 00h 12' 47'',12,2021,,,,
4,EF EDUCATION - NIPPO,143h 19' 13'',+ 00h 15' 47'',12,2021,,,,
5,BORA - HANSGROHE,143h 32' 57'',+ 00h 29' 31'',12,2021,,,,
6,JUMBO - VISMA,143h 33' 13'',+ 00h 29' 47'',12,2021,,,,
7,MOVISTAR TEAM,143h 41' 48'',+ 00h 38' 22'',12,2021,,,,
8,ASTANA - PREMIER TECH,143h 45' 11'',+ 00h 41' 45'',12,2021,,,,
9,TREK - SEGAFREDO,143h 48' 17'',+ 00h 44' 51'',12,2021,,,,
10,UAE TEAM EMIRATES,143h 56' 26'',+ 00h 53' 00'',12,2021,,,,
11,DECEUNINCK - QUICK - STEP,144h 21' 01'',+ 01h 17' 35'',12,2021,,,,
12,TEAM BIKEEXCHANGE,144h 31' 01'',+ 01h 27' 35'',12,2021,,,,
13,GROUPAMA - FDJ,144h 44' 50'',+ 01h 41' 24'',12,2021,,,,
14,B&B HOTELS P/B KTM,144h 51' 00'',+ 01h 47' 34'',12,2021,,,,
15,COFIDIS,144h 59' 59'',+ 01h 56' 33'',12,2021,,,,
16,TEAM ARKEA - SAMSIC,145h 24' 04'',+ 02h 20' 38'',12,2021,,,,
17,INTERMARCHE - WANTY - GOBERT MATERIAUX,145h 27' 47'',+ 02h 24' 21'',12,2021,,,,
18,TOTALENERGIES,145h 37' 31'',+ 02h 34' 05'',12,2021,,,,
19,ALPECIN - FENIX,145h 43' 37'',+ 02h 40' 11'',12,2021,,,,
20,ISRAEL START-UP NATION,146h 00' 26'',+ 02h 57' 00'',12,2021,,,,
21,TEAM DSM,146h 05' 22'',+ 03h 01' 56'',12,2021,,,,
22,TEAM QHUBEKA NEXTHASH,146h 28' 10'',+ 03h 24' 44'',12,2021,,,,
23,LOTTO SOUDAL,146h 39' 52'',+ 03h 36' 26'',12,2021,,,,
1,BAHRAIN VICTORIOUS,158h 16' 53'',-,13,2021,,,,
2,AG2R CITROEN TEAM,158h 26' 54'',+ 00h 10' 01'',13,2021,,,,
3,EF EDUCATION - NIPPO,158h 32' 40'',+ 00h 15' 47'',13,2021,,,,
4,INEOS GRENADIERS,158h 34' 20'',+ 00h 17' 27'',13,2021,,,,
5,BORA - HANSGROHE,158h 46' 24'',+ 00h 29' 31'',13,2021,,,,
6,JUMBO - VISMA,158h 46' 40'',+ 00h 29' 47'',13,2021,,,,
7,MOVISTAR TEAM,158h 55' 15'',+ 00h 38' 22'',13,2021,,,,
8,ASTANA - PREMIER TECH,158h 59' 51'',+ 00h 42' 58'',13,2021,,,,
9,TREK - SEGAFREDO,159h 01' 44'',+ 00h 44' 51'',13,2021,,,,
10,UAE TEAM EMIRATES,159h 11' 04'',+ 00h 54' 11'',13,2021,,,,
11,DECEUNINCK - QUICK - STEP,159h 34' 28'',+ 01h 17' 35'',13,2021,,,,
12,TEAM BIKEEXCHANGE,159h 44' 46'',+ 01h 27' 53'',13,2021,,,,
13,GROUPAMA - FDJ,160h 03' 06'',+ 01h 46' 13'',13,2021,,,,
14,B&B HOTELS P/B KTM,160h 05' 03'',+ 01h 48' 10'',13,2021,,,,
15,COFIDIS,160h 13' 44'',+ 01h 56' 51'',13,2021,,,,
16,TEAM ARKEA - SAMSIC,160h 38' 07'',+ 02h 21' 14'',13,2021,,,,
17,INTERMARCHE - WANTY - GOBERT MATERIAUX,160h 41' 14'',+ 02h 24' 21'',13,2021,,,,
18,TOTALENERGIES,160h 50' 58'',+ 02h 34' 05'',13,2021,,,,
19,ALPECIN - FENIX,160h 57' 04'',+ 02h 40' 11'',13,2021,,,,
20,ISRAEL START-UP NATION,161h 14' 29'',+ 02h 57' 36'',13,2021,,,,
21,TEAM DSM,161h 24' 06'',+ 03h 07' 13'',13,2021,,,,
22,TEAM QHUBEKA NEXTHASH,161h 45' 58'',+ 03h 29' 05'',13,2021,,,,
23,LOTTO SOUDAL,161h 54' 30'',+ 03h 37' 37'',13,2021,,,,
1,BAHRAIN VICTORIOUS,171h 22' 59'',-,14,2021,,,,
2,EF EDUCATION - NIPPO,171h 36' 18'',+ 00h 13' 19'',14,2021,,,,
3,AG2R CITROEN TEAM,171h 39' 20'',+ 00h 16' 21'',14,2021,,,,
4,INEOS GRENADIERS,171h 43' 47'',+ 00h 20' 48'',14,2021,,,,
5,BORA - HANSGROHE,171h 50' 02'',+ 00h 27' 03'',14,2021,,,,
6,JUMBO - VISMA,171h 56' 07'',+ 00h 33' 08'',14,2021,,,,
7,ASTANA - PREMIER TECH,172h 03' 50'',+ 00h 40' 51'',14,2021,,,,
8,TREK - SEGAFREDO,172h 04' 18'',+ 00h 41' 19'',14,2021,,,,
9,MOVISTAR TEAM,172h 07' 41'',+ 00h 44' 42'',14,2021,,,,
10,UAE TEAM EMIRATES,172h 20' 31'',+ 00h 57' 32'',14,2021,,,,
11,DECEUNINCK - QUICK - STEP,172h 50' 52'',+ 01h 27' 53'',14,2021,,,,
12,TEAM BIKEEXCHANGE,173h 01' 58'',+ 01h 38' 59'',14,2021,,,,
13,B&B HOTELS P/B KTM,173h 08' 32'',+ 01h 45' 33'',14,2021,,,,
14,GROUPAMA - FDJ,173h 15' 34'',+ 01h 52' 35'',14,2021,,,,
15,COFIDIS,173h 30' 30'',+ 02h 07' 31'',14,2021,,,,
16,INTERMARCHE - WANTY - GOBERT MATERIAUX,173h 45' 14'',+ 02h 22' 15'',14,2021,,,,
17,TEAM ARKEA - SAMSIC,173h 59' 17'',+ 02h 36' 18'',14,2021,,,,
18,TOTALENERGIES,174h 22' 03'',+ 02h 59' 04'',14,2021,,,,
19,ISRAEL START-UP NATION,174h 32' 01'',+ 03h 09' 02'',14,2021,,,,
20,ALPECIN - FENIX,174h 38' 58'',+ 03h 15' 59'',14,2021,,,,
21,TEAM DSM,175h 10' 55'',+ 03h 47' 56'',14,2021,,,,
22,TEAM QHUBEKA NEXTHASH,175h 17' 03'',+ 03h 54' 04'',14,2021,,,,
23,LOTTO SOUDAL,175h 36' 24'',+ 04h 13' 25'',14,2021,,,,
1,BAHRAIN VICTORIOUS,187h 10' 05'',-,15,2021,,,,
2,EF EDUCATION - NIPPO,187h 21' 42'',+ 00h 11' 37'',15,2021,,,,
3,AG2R CITROEN TEAM,187h 36' 26'',+ 00h 26' 21'',15,2021,,,,
4,JUMBO - VISMA,187h 42' 07'',+ 00h 32' 02'',15,2021,,,,
5,INEOS GRENADIERS,187h 43' 29'',+ 00h 33' 24'',15,2021,,,,
6,TREK - SEGAFREDO,187h 50' 20'',+ 00h 40' 15'',15,2021,,,,
7,BORA - HANSGROHE,188h 00' 21'',+ 00h 50' 16'',15,2021,,,,
8,MOVISTAR TEAM,188h 06' 17'',+ 00h 56' 12'',15,2021,,,,
9,ASTANA - PREMIER TECH,188h 06' 51'',+ 00h 56' 46'',15,2021,,,,
10,UAE TEAM EMIRATES,188h 45' 31'',+ 01h 35' 26'',15,2021,,,,
11,DECEUNINCK - QUICK - STEP,188h 51' 33'',+ 01h 41' 28'',15,2021,,,,
12,GROUPAMA - FDJ,189h 24' 59'',+ 02h 14' 54'',15,2021,,,,
13,TEAM BIKEEXCHANGE,189h 27' 54'',+ 02h 17' 49'',15,2021,,,,
14,B&B HOTELS P/B KTM,189h 29' 25'',+ 02h 19' 20'',15,2021,,,,
15,COFIDIS,189h 51' 45'',+ 02h 41' 40'',15,2021,,,,
16,INTERMARCHE - WANTY - GOBERT MATERIAUX,190h 08' 28'',+ 02h 58' 23'',15,2021,,,,
17,TEAM ARKEA - SAMSIC,190h 27' 02'',+ 03h 16' 57'',15,2021,,,,
18,ISRAEL START-UP NATION,190h 39' 07'',+ 03h 29' 02'',15,2021,,,,
19,TOTALENERGIES,190h 52' 38'',+ 03h 42' 33'',15,2021,,,,
20,ALPECIN - FENIX,191h 18' 05'',+ 04h 08' 00'',15,2021,,,,
21,TEAM QHUBEKA NEXTHASH,191h 41' 23'',+ 04h 31' 18'',15,2021,,,,
22,TEAM DSM,191h 47' 34'',+ 04h 37' 29'',15,2021,,,,
23,LOTTO SOUDAL,192h 13' 25'',+ 05h 03' 20'',15,2021,,,,
1,BAHRAIN VICTORIOUS,199h 35' 14'',-,16,2021,,,,
2,EF EDUCATION - NIPPO,200h 10' 56'',+ 00h 35' 42'',16,2021,,,,
3,AG2R CITROEN TEAM,200h 25' 40'',+ 00h 50' 26'',16,2021,,,,
4,TREK - SEGAFREDO,200h 26' 30'',+ 00h 51' 16'',16,2021,,,,
5,JUMBO - VISMA,200h 30' 59'',+ 00h 55' 45'',16,2021,,,,
6,INEOS GRENADIERS,200h 33' 20'',+ 00h 58' 06'',16,2021,,,,
7,BORA - HANSGROHE,200h 35' 04'',+ 00h 59' 50'',16,2021,,,,
8,ASTANA - PREMIER TECH,200h 42' 33'',+ 01h 07' 19'',16,2021,,,,
9,MOVISTAR TEAM,200h 55' 44'',+ 01h 20' 30'',16,2021,,,,
10,UAE TEAM EMIRATES,201h 34' 26'',+ 01h 59' 12'',16,2021,,,,
11,DECEUNINCK - QUICK - STEP,201h 45' 57'',+ 02h 10' 43'',16,2021,,,,
12,GROUPAMA - FDJ,202h 05' 07'',+ 02h 29' 53'',16,2021,,,,
13,B&B HOTELS P/B KTM,202h 05' 32'',+ 02h 30' 18'',16,2021,,,,
14,TEAM BIKEEXCHANGE,202h 05' 59'',+ 02h 30' 45'',16,2021,,,,
15,COFIDIS,202h 27' 14'',+ 02h 52' 00'',16,2021,,,,
16,INTERMARCHE - WANTY - GOBERT MATERIAUX,202h 30' 57'',+ 02h 55' 43'',16,2021,,,,
17,TEAM ARKEA - SAMSIC,203h 24' 19'',+ 03h 49' 05'',16,2021,,,,
18,ISRAEL START-UP NATION,203h 36' 24'',+ 04h 01' 10'',16,2021,,,,
19,TOTALENERGIES,203h 36' 38'',+ 04h 01' 24'',16,2021,,,,
20,ALPECIN - FENIX,204h 10' 12'',+ 04h 34' 58'',16,2021,,,,
21,TEAM QHUBEKA NEXTHASH,204h 40' 28'',+ 05h 05' 14'',16,2021,,,,
22,TEAM DSM,204h 44' 51'',+ 05h 09' 37'',16,2021,,,,
23,LOTTO SOUDAL,205h 09' 28'',+ 05h 34' 14'',16,2021,,,,
1,BAHRAIN VICTORIOUS,214h 54' 46'',-,17,2021,,,,
2,EF EDUCATION - NIPPO,215h 29' 02'',+ 00h 34' 16'',17,2021,,,,
3,AG2R CITROEN TEAM,215h 58' 54'',+ 01h 04' 08'',17,2021,,,,
4,INEOS GRENADIERS,216h 04' 02'',+ 01h 09' 16'',17,2021,,,,
5,JUMBO - VISMA,216h 08' 39'',+ 01h 13' 53'',17,2021,,,,
6,BORA - HANSGROHE,216h 26' 20'',+ 01h 31' 34'',17,2021,,,,
7,MOVISTAR TEAM,216h 32' 48'',+ 01h 38' 02'',17,2021,,,,
8,ASTANA - PREMIER TECH,216h 34' 55'',+ 01h 40' 09'',17,2021,,,,
9,TREK - SEGAFREDO,216h 42' 28'',+ 01h 47' 42'',17,2021,,,,
10,UAE TEAM EMIRATES,217h 17' 34'',+ 02h 22' 48'',17,2021,,,,
11,DECEUNINCK - QUICK - STEP,217h 49' 11'',+ 02h 54' 25'',17,2021,,,,
12,GROUPAMA - FDJ,218h 01' 32'',+ 03h 06' 46'',17,2021,,,,
13,B&B HOTELS P/B KTM,218h 11' 43'',+ 03h 16' 57'',17,2021,,,,
14,COFIDIS,218h 16' 31'',+ 03h 21' 45'',17,2021,,,,
15,TEAM BIKEEXCHANGE,218h 19' 16'',+ 03h 24' 30'',17,2021,,,,
16,INTERMARCHE - WANTY - GOBERT MATERIAUX,218h 37' 46'',+ 03h 43' 00'',17,2021,,,,
17,TOTALENERGIES,219h 38' 00'',+ 04h 43' 14'',17,2021,,,,
18,TEAM ARKEA - SAMSIC,219h 50' 28'',+ 04h 55' 42'',17,2021,,,,
19,ISRAEL START-UP NATION,219h 55' 16'',+ 05h 00' 30'',17,2021,,,,
20,ALPECIN - FENIX,220h 24' 32'',+ 05h 29' 46'',17,2021,,,,
21,TEAM QHUBEKA NEXTHASH,221h 06' 33'',+ 06h 11' 47'',17,2021,,,,
22,TEAM DSM,221h 16' 21'',+ 06h 21' 35'',17,2021,,,,
23,LOTTO SOUDAL,221h 41' 52'',+ 06h 47' 06'',17,2021,,,,
1,BAHRAIN VICTORIOUS,225h 42' 33'',-,18,2021,,,,
2,EF EDUCATION - NIPPO,226h 23' 03'',+ 00h 40' 30'',18,2021,,,,
3,INEOS GRENADIERS,226h 51' 49'',+ 01h 09' 16'',18,2021,,,,
4,AG2R CITROEN TEAM,226h 52' 24'',+ 01h 09' 51'',18,2021,,,,
5,JUMBO - VISMA,226h 57' 03'',+ 01h 14' 30'',18,2021,,,,
6,BORA - HANSGROHE,227h 15' 42'',+ 01h 33' 09'',18,2021,,,,
7,MOVISTAR TEAM,227h 23' 05'',+ 01h 40' 32'',18,2021,,,,
8,ASTANA - PREMIER TECH,227h 43' 30'',+ 02h 00' 57'',18,2021,,,,
9,UAE TEAM EMIRATES,228h 04' 40'',+ 02h 22' 07'',18,2021,,,,
10,TREK - SEGAFREDO,228h 04' 58'',+ 02h 22' 25'',18,2021,,,,
11,GROUPAMA - FDJ,229h 10' 22'',+ 03h 27' 49'',18,2021,,,,
12,B&B HOTELS P/B KTM,229h 18' 15'',+ 03h 35' 42'',18,2021,,,,
13,DECEUNINCK - QUICK - STEP,229h 21' 41'',+ 03h 39' 08'',18,2021,,,,
14,COFIDIS,229h 31' 20'',+ 03h 48' 47'',18,2021,,,,
15,TEAM BIKEEXCHANGE,229h 50' 12'',+ 04h 07' 39'',18,2021,,,,
16,INTERMARCHE - WANTY - GOBERT MATERIAUX,229h 53' 24'',+ 04h 10' 51'',18,2021,,,,
17,TOTALENERGIES,230h 39' 57'',+ 04h 57' 24'',18,2021,,,,
18,ISRAEL START-UP NATION,231h 09' 06'',+ 05h 26' 33'',18,2021,,,,
19,TEAM ARKEA - SAMSIC,231h 24' 06'',+ 05h 41' 33'',18,2021,,,,
20,ALPECIN - FENIX,231h 45' 50'',+ 06h 03' 17'',18,2021,,,,
21,TEAM QHUBEKA NEXTHASH,232h 42' 23'',+ 06h 59' 50'',18,2021,,,,
22,TEAM DSM,233h 09' 05'',+ 07h 26' 32'',18,2021,,,,
23,LOTTO SOUDAL,233h 22' 00'',+ 07h 39' 27'',18,2021,,,,
1,BAHRAIN VICTORIOUS,239h 22' 04'',-,19,2021,,,,
2,EF EDUCATION - NIPPO,239h 45' 29'',+ 00h 23' 25'',19,2021,,,,
3,JUMBO - VISMA,240h 37' 36'',+ 01h 15' 32'',19,2021,,,,
4,INEOS GRENADIERS,240h 52' 10'',+ 01h 30' 06'',19,2021,,,,
5,AG2R CITROEN TEAM,240h 52' 45'',+ 01h 30' 41'',19,2021,,,,
6,BORA - HANSGROHE,240h 56' 21'',+ 01h 34' 17'',19,2021,,,,
7,TREK - SEGAFREDO,241h 07' 44'',+ 01h 45' 40'',19,2021,,,,
8,MOVISTAR TEAM,241h 23' 26'',+ 02h 01' 22'',19,2021,,,,
9,ASTANA - PREMIER TECH,241h 25' 44'',+ 02h 03' 40'',19,2021,,,,
10,UAE TEAM EMIRATES,242h 05' 01'',+ 02h 42' 57'',19,2021,,,,
11,B&B HOTELS P/B KTM,243h 00' 43'',+ 03h 38' 39'',19,2021,,,,
12,DECEUNINCK - QUICK - STEP,243h 03' 49'',+ 03h 41' 45'',19,2021,,,,
13,GROUPAMA - FDJ,243h 10' 43'',+ 03h 48' 39'',19,2021,,,,
14,COFIDIS,243h 11' 49'',+ 03h 49' 45'',19,2021,,,,
15,INTERMARCHE - WANTY - GOBERT MATERIAUX,243h 34' 03'',+ 04h 11' 59'',19,2021,,,,
16,TEAM BIKEEXCHANGE,243h 50' 33'',+ 04h 28' 29'',19,2021,,,,
17,TOTALENERGIES,244h 20' 38'',+ 04h 58' 34'',19,2021,,,,
18,TEAM ARKEA - SAMSIC,245h 06' 14'',+ 05h 44' 10'',19,2021,,,,
19,ISRAEL START-UP NATION,245h 09' 27'',+ 05h 47' 23'',19,2021,,,,
20,ALPECIN - FENIX,245h 27' 58'',+ 06h 05' 54'',19,2021,,,,
21,TEAM QHUBEKA NEXTHASH,246h 13' 46'',+ 06h 51' 42'',19,2021,,,,
22,TEAM DSM,246h 49' 34'',+ 07h 27' 30'',19,2021,,,,
23,LOTTO SOUDAL,247h 04' 08'',+ 07h 42' 04'',19,2021,,,,
1,BAHRAIN VICTORIOUS,241h 17' 56'',-,20,2021,,,,
2,EF EDUCATION - NIPPO,241h 37' 08'',+ 00h 19' 12'',20,2021,,,,
3,JUMBO - VISMA,242h 29' 31'',+ 01h 11' 35'',20,2021,,,,
4,INEOS GRENADIERS,242h 45' 06'',+ 01h 27' 10'',20,2021,,,,
5,AG2R CITROEN TEAM,242h 49' 50'',+ 01h 31' 54'',20,2021,,,,
6,BORA - HANSGROHE,242h 54' 40'',+ 01h 36' 44'',20,2021,,,,
7,TREK - SEGAFREDO,243h 05' 00'',+ 01h 47' 04'',20,2021,,,,
8,ASTANA - PREMIER TECH,243h 19' 41'',+ 02h 01' 45'',20,2021,,,,
9,MOVISTAR TEAM,243h 22' 24'',+ 02h 04' 28'',20,2021,,,,
10,UAE TEAM EMIRATES,243h 56' 04'',+ 02h 38' 08'',20,2021,,,,
11,DECEUNINCK - QUICK - STEP,244h 54' 43'',+ 03h 36' 47'',20,2021,,,,
12,B&B HOTELS P/B KTM,245h 01' 06'',+ 03h 43' 10'',20,2021,,,,
13,GROUPAMA - FDJ,245h 04' 22'',+ 03h 46' 26'',20,2021,,,,
14,COFIDIS,245h 08' 18'',+ 03h 50' 22'',20,2021,,,,
15,INTERMARCHE - WANTY - GOBERT MATERIAUX,245h 33' 30'',+ 04h 15' 34'',20,2021,,,,
16,TEAM BIKEEXCHANGE,245h 49' 27'',+ 04h 31' 31'',20,2021,,,,
